CPU_Model,RAM_Capacity_GB,CPU_Freq_MHz,Num_Cores,Total_Threads,Target_Load_Pct,Achieved_Load_Pct,Avg_Power_Watts
Intel Xeon E5-2699 v4 2.20 GHz,128.0,2200,44,88,50,50.0,154.0
Intel Xeon E5-2699 v4 2.20 GHz,128.0,2200,44,88,40,40.0,141.0
Intel Xeon E5-2699 v4 2.20 GHz,128.0,2200,44,88,30,30.1,124.0
Intel Xeon E5-2699 v4 2.20 GHz,128.0,2200,44,88,20,20.0,107.0
Intel Xeon E5-2699 v4 2.20 GHz,128.0,2200,44,88,10,10.0,89.8
Intel Xeon E5-2699 v4 2.20 GHz,128.0,2200,44,88,0,0.0,46.7
Intel Xeon E3-1260L v5,16.0,2900,4,8,100,100.1,47.7
Intel Xeon E3-1260L v5,16.0,2900,4,8,90,90.3,43.6
Intel Xeon E3-1260L v5,16.0,2900,4,8,80,80.1,39.0
Intel Xeon E3-1260L v5,16.0,2900,4,8,70,70.3,35.2
Intel Xeon E3-1260L v5,16.0,2900,4,8,60,59.7,31.2
Intel Xeon E3-1260L v5,16.0,2900,4,8,50,50.0,28.4
Intel Xeon E3-1260L v5,16.0,2900,4,8,40,40.4,26.2
Intel Xeon E3-1260L v5,16.0,2900,4,8,30,29.8,24.1
Intel Xeon E3-1260L v5,16.0,2900,4,8,20,20.0,22.3
Intel Xeon E3-1260L v5,16.0,2900,4,8,10,10.0,20.1
Intel Xeon E3-1260L v5,16.0,2900,4,8,0,0.0,16.0
Intel Xeon X5675,48.0,3066,12,24,100,99.5,293.0
Intel Xeon X5675,48.0,3066,12,24,90,90.0,273.0
Intel Xeon X5675,48.0,3066,12,24,80,80.0,255.0
Intel Xeon X5675,48.0,3066,12,24,70,69.8,235.0
Intel Xeon X5675,48.0,3066,12,24,60,60.0,218.0
Intel Xeon X5675,48.0,3066,12,24,50,50.0,202.0
Intel Xeon X5675,48.0,3066,12,24,40,40.1,190.0
Intel Xeon X5675,48.0,3066,12,24,30,30.1,179.0
Intel Xeon X5675,48.0,3066,12,24,20,19.9,168.0
Intel Xeon X5675,48.0,3066,12,24,10,9.9,156.0
Intel Xeon X5675,48.0,3066,12,24,0,0.0,124.0
AMD EPYC 7742 2.25GHz,256.0,2250,128,256,100,99.6,392.0
AMD EPYC 7742 2.25GHz,256.0,2250,128,256,90,90.1,350.0
AMD EPYC 7742 2.25GHz,256.0,2250,128,256,80,80.0,329.0
AMD EPYC 7742 2.25GHz,256.0,2250,128,256,70,70.0,305.0
AMD EPYC 7742 2.25GHz,256.0,2250,128,256,60,60.0,285.0
AMD EPYC 7742 2.25GHz,256.0,2250,128,256,50,50.0,265.0
AMD EPYC 7742 2.25GHz,256.0,2250,128,256,40,40.0,246.0
AMD EPYC 7742 2.25GHz,256.0,2250,128,256,30,30.0,227.0
AMD EPYC 7742 2.25GHz,256.0,2250,128,256,20,20.0,205.0
AMD EPYC 7742 2.25GHz,256.0,2250,128,256,10,10.0,180.0
AMD EPYC 7742 2.25GHz,256.0,2250,128,256,0,0.0,93.9
Intel Xeon Platinum 8280L,192.0,2700,56,112,100,99.7,388.0
Intel Xeon Platinum 8280L,192.0,2700,56,112,90,90.1,322.0
Intel Xeon Platinum 8280L,192.0,2700,56,112,80,80.0,276.0
Intel Xeon Platinum 8280L,192.0,2700,56,112,70,70.0,242.0
Intel Xeon Platinum 8280L,192.0,2700,56,112,60,60.1,213.0
Intel Xeon Platinum 8280L,192.0,2700,56,112,50,49.9,189.0
Intel Xeon Platinum 8280L,192.0,2700,56,112,40,40.0,169.0
Intel Xeon Platinum 8280L,192.0,2700,56,112,30,30.0,150.0
Intel Xeon Platinum 8280L,192.0,2700,56,112,20,20.1,132.0
Intel Xeon Platinum 8280L,192.0,2700,56,112,10,10.0,112.0
Intel Xeon Platinum 8280L,192.0,2700,56,112,0,0.0,58.3
Intel Xeon E5-2665,128.0,2400,16,32,100,99.3,331.0
Intel Xeon E5-2665,128.0,2400,16,32,90,89.8,316.0
Intel Xeon E5-2665,128.0,2400,16,32,80,80.1,300.0
Intel Xeon E5-2665,128.0,2400,16,32,70,70.1,277.0
Intel Xeon E5-2665,128.0,2400,16,32,60,59.8,234.0
Intel Xeon E5-2665,128.0,2400,16,32,50,50.2,201.0
Intel Xeon E5-2665,128.0,2400,16,32,40,39.9,174.0
Intel Xeon E5-2665,128.0,2400,16,32,30,29.9,153.0
Intel Xeon E5-2665,128.0,2400,16,32,20,20.0,138.0
Intel Xeon E5-2665,128.0,2400,16,32,10,10.0,125.0
Intel Xeon E5-2665,128.0,2400,16,32,0,0.0,102.0
Intel Core i3-540,8.0,3067,2,4,100,99.8,63.2
Intel Core i3-540,8.0,3067,2,4,90,89.9,60.8
Intel Core i3-540,8.0,3067,2,4,80,80.0,55.7
Intel Core i3-540,8.0,3067,2,4,70,70.3,51.8
Intel Core i3-540,8.0,3067,2,4,60,59.5,45.6
Intel Core i3-540,8.0,3067,2,4,50,49.3,42.5
Intel Core i3-540,8.0,3067,2,4,40,39.3,39.6
Intel Core i3-540,8.0,3067,2,4,30,30.0,36.6
Intel Core i3-540,8.0,3067,2,4,20,19.7,33.7
Intel Core i3-540,8.0,3067,2,4,10,10.2,30.4
Intel Core i3-540,8.0,3067,2,4,0,0.0,24.3
Intel Xeon L5408,32.0,2133,8,8,100,99.5,294.0
Intel Xeon L5408,32.0,2133,8,8,90,89.9,290.0
Intel Xeon L5408,32.0,2133,8,8,80,80.0,285.0
Intel Xeon L5408,32.0,2133,8,8,70,70.0,280.0
Intel Xeon L5408,32.0,2133,8,8,60,60.2,274.0
Intel Xeon L5408,32.0,2133,8,8,50,50.0,267.0
Intel Xeon L5408,32.0,2133,8,8,40,40.3,261.0
Intel Xeon L5408,32.0,2133,8,8,30,29.7,253.0
Intel Xeon L5408,32.0,2133,8,8,20,19.9,244.0
Intel Xeon L5408,32.0,2133,8,8,10,9.9,235.0
Intel Xeon L5408,32.0,2133,8,8,0,0.0,226.0
Intel Xeon Platinum 8380 2.3GHz,256.0,2300,80,160,100,99.8,609.0
Intel Xeon Platinum 8380 2.3GHz,256.0,2300,80,160,90,89.9,541.0
Intel Xeon Platinum 8380 2.3GHz,256.0,2300,80,160,80,80.0,423.0
Intel Xeon Platinum 8380 2.3GHz,256.0,2300,80,160,70,70.0,365.0
Intel Xeon Platinum 8380 2.3GHz,256.0,2300,80,160,60,60.0,325.0
Intel Xeon Platinum 8380 2.3GHz,256.0,2300,80,160,50,50.0,290.0
Intel Xeon Platinum 8380 2.3GHz,256.0,2300,80,160,40,39.9,267.0
Intel Xeon Platinum 8380 2.3GHz,256.0,2300,80,160,30,30.0,242.0
Intel Xeon Platinum 8380 2.3GHz,256.0,2300,80,160,20,20.1,215.0
Intel Xeon Platinum 8380 2.3GHz,256.0,2300,80,160,10,10.0,183.0
Intel Xeon Platinum 8380 2.3GHz,256.0,2300,80,160,0,0.0,119.0
Xeon L5420,16.0,2500,4,4,100,98.9,268.0
Xeon L5420,16.0,2500,4,4,90,90.4,260.0
Xeon L5420,16.0,2500,4,4,80,79.9,250.0
Xeon L5420,16.0,2500,4,4,70,70.4,241.0
Xeon L5420,16.0,2500,4,4,60,60.1,232.0
Xeon L5420,16.0,2500,4,4,50,50.5,222.0
Xeon L5420,16.0,2500,4,4,40,40.0,213.0
Xeon L5420,16.0,2500,4,4,30,30.2,204.0
Xeon L5420,16.0,2500,4,4,20,20.0,195.0
Xeon L5420,16.0,2500,4,4,10,9.9,186.0
Xeon L5420,16.0,2500,4,4,0,0.0,178.0
Intel Xeon E-2176G,16.0,3700,6,12,100,100.3,71.7
Intel Xeon E-2176G,16.0,3700,6,12,90,90.2,60.6
Intel Xeon E-2176G,16.0,3700,6,12,80,79.9,50.0
Intel Xeon E-2176G,16.0,3700,6,12,70,69.8,41.9
Intel Xeon E-2176G,16.0,3700,6,12,60,60.0,35.5
Intel Xeon E-2176G,16.0,3700,6,12,50,49.8,30.0
Intel Xeon E-2176G,16.0,3700,6,12,40,39.8,25.5
Intel Xeon E-2176G,16.0,3700,6,12,30,30.1,21.8
Intel Xeon E-2176G,16.0,3700,6,12,20,20.0,18.4
Intel Xeon E-2176G,16.0,3700,6,12,10,9.9,15.5
Intel Xeon E-2176G,16.0,3700,6,12,0,0.0,10.0
Intel Xeon E3-1265LV2,8.0,2500,4,8,100,100.0,59.5
Intel Xeon E3-1265LV2,8.0,2500,4,8,90,90.3,56.9
Intel Xeon E3-1265LV2,8.0,2500,4,8,80,79.6,50.6
Intel Xeon E3-1265LV2,8.0,2500,4,8,70,69.5,42.8
Intel Xeon E3-1265LV2,8.0,2500,4,8,60,60.1,37.9
Intel Xeon E3-1265LV2,8.0,2500,4,8,50,49.8,34.5
Intel Xeon E3-1265LV2,8.0,2500,4,8,40,39.9,31.5
Intel Xeon E3-1265LV2,8.0,2500,4,8,30,30.1,28.8
Intel Xeon E3-1265LV2,8.0,2500,4,8,20,19.8,26.0
Intel Xeon E3-1265LV2,8.0,2500,4,8,10,9.9,22.9
Intel Xeon E3-1265LV2,8.0,2500,4,8,0,0.0,19.1
Intel Xeon E3-1280v2,8.0,3600,4,8,100,99.5,85.2
Intel Xeon E3-1280v2,8.0,3600,4,8,90,90.3,80.8
Intel Xeon E3-1280v2,8.0,3600,4,8,80,80.0,73.8
Intel Xeon E3-1280v2,8.0,3600,4,8,70,70.1,65.1
Intel Xeon E3-1280v2,8.0,3600,4,8,60,59.9,57.8
Intel Xeon E3-1280v2,8.0,3600,4,8,50,50.2,52.9
Intel Xeon E3-1280v2,8.0,3600,4,8,40,39.9,48.8
Intel Xeon E3-1280v2,8.0,3600,4,8,30,29.9,45.5
Intel Xeon E3-1280v2,8.0,3600,4,8,20,20.0,43.2
Intel Xeon E3-1280v2,8.0,3600,4,8,10,10.1,39.9
Intel Xeon E3-1280v2,8.0,3600,4,8,0,0.0,37.2
Intel Xeon X5675,16.0,3067,12,24,100,99.7,218.0
Intel Xeon X5675,16.0,3067,12,24,90,90.0,200.0
Intel Xeon X5675,16.0,3067,12,24,80,80.0,184.0
Intel Xeon X5675,16.0,3067,12,24,70,70.2,168.0
Intel Xeon X5675,16.0,3067,12,24,60,60.0,151.0
Intel Xeon X5675,16.0,3067,12,24,50,49.9,137.0
Intel Xeon X5675,16.0,3067,12,24,40,39.8,125.0
Intel Xeon X5675,16.0,3067,12,24,30,30.0,115.0
Intel Xeon X5675,16.0,3067,12,24,20,20.0,106.0
Intel Xeon X5675,16.0,3067,12,24,10,9.9,94.2
Intel Xeon X5675,16.0,3067,12,24,0,0.0,56.1
AMD Opteron 6276,256.0,2300,64,64,100,99.7,713.0
AMD Opteron 6276,256.0,2300,64,64,90,90.1,680.0
AMD Opteron 6276,256.0,2300,64,64,80,79.7,637.0
AMD Opteron 6276,256.0,2300,64,64,70,69.9,596.0
AMD Opteron 6276,256.0,2300,64,64,60,59.9,554.0
AMD Opteron 6276,256.0,2300,64,64,50,50.0,507.0
AMD Opteron 6276,256.0,2300,64,64,40,39.9,455.0
AMD Opteron 6276,256.0,2300,64,64,30,30.1,403.0
AMD Opteron 6276,256.0,2300,64,64,20,20.1,352.0
AMD Opteron 6276,256.0,2300,64,64,10,10.0,302.0
AMD Opteron 6276,256.0,2300,64,64,0,0.0,177.0
Intel Xeon 3070,4.0,2666,2,2,100,99.3,109.0
Intel Xeon 3070,4.0,2666,2,2,90,90.0,106.0
Intel Xeon 3070,4.0,2666,2,2,80,80.4,102.0
Intel Xeon 3070,4.0,2666,2,2,70,69.9,97.6
Intel Xeon 3070,4.0,2666,2,2,60,60.1,92.7
Intel Xeon 3070,4.0,2666,2,2,50,50.1,87.3
Intel Xeon 3070,4.0,2666,2,2,40,40.0,82.2
Intel Xeon 3070,4.0,2666,2,2,30,30.0,77.2
Intel Xeon 3070,4.0,2666,2,2,20,19.8,73.2
Intel Xeon 3070,4.0,2666,2,2,10,9.9,69.9
Intel Xeon 3070,4.0,2666,2,2,0,0.0,66.8
Intel Xeon L5430,8.0,2667,8,8,100,99.4,235.0
Intel Xeon L5430,8.0,2667,8,8,90,89.7,228.0
Intel Xeon L5430,8.0,2667,8,8,80,79.6,221.0
Intel Xeon L5430,8.0,2667,8,8,70,70.2,212.0
Intel Xeon L5430,8.0,2667,8,8,60,60.1,202.0
Intel Xeon L5430,8.0,2667,8,8,50,50.2,192.0
Intel Xeon L5430,8.0,2667,8,8,40,40.1,182.0
Intel Xeon L5430,8.0,2667,8,8,30,30.3,172.0
Intel Xeon L5430,8.0,2667,8,8,20,20.2,164.0
Intel Xeon L5430,8.0,2667,8,8,10,10.1,155.0
Intel Xeon L5430,8.0,2667,8,8,0,0.0,147.0
Intel Xeon E5-2450L,16.0,1800,16,32,100,99.5,167.0
Intel Xeon E5-2450L,16.0,1800,16,32,90,89.7,150.0
Intel Xeon E5-2450L,16.0,1800,16,32,80,79.7,134.0
Intel Xeon E5-2450L,16.0,1800,16,32,70,70.1,120.0
Intel Xeon E5-2450L,16.0,1800,16,32,60,59.8,108.0
Intel Xeon E5-2450L,16.0,1800,16,32,50,50.0,102.0
Intel Xeon E5-2450L,16.0,1800,16,32,40,40.0,95.2
Intel Xeon E5-2450L,16.0,1800,16,32,30,29.9,87.8
Intel Xeon E5-2450L,16.0,1800,16,32,20,19.8,80.7
Intel Xeon E5-2450L,16.0,1800,16,32,10,9.8,72.8
Intel Xeon E5-2450L,16.0,1800,16,32,0,0.0,54.0
Intel Xeon Platinum 8180 2.50 GHz,192.0,2500,56,112,100,99.9,457.0
Intel Xeon Platinum 8180 2.50 GHz,192.0,2500,56,112,90,90.0,408.0
Intel Xeon Platinum 8180 2.50 GHz,192.0,2500,56,112,80,80.1,344.0
Intel Xeon Platinum 8180 2.50 GHz,192.0,2500,56,112,70,70.0,292.0
Intel Xeon Platinum 8180 2.50 GHz,192.0,2500,56,112,60,59.9,255.0
Intel Xeon Platinum 8180 2.50 GHz,192.0,2500,56,112,50,50.1,224.0
Intel Xeon Platinum 8180 2.50 GHz,192.0,2500,56,112,40,40.1,195.0
Intel Xeon Platinum 8180 2.50 GHz,192.0,2500,56,112,30,30.0,170.0
Intel Xeon Platinum 8180 2.50 GHz,192.0,2500,56,112,20,19.9,147.0
Intel Xeon Platinum 8180 2.50 GHz,192.0,2500,56,112,10,10.0,129.0
Intel Xeon Platinum 8180 2.50 GHz,192.0,2500,56,112,0,0.0,52.3
Intel Xeon E-2388G,16.0,3200,8,16,100,99.5,72.7
Intel Xeon E-2388G,16.0,3200,8,16,90,90.1,67.0
Intel Xeon E-2388G,16.0,3200,8,16,80,80.3,62.0
Intel Xeon E-2388G,16.0,3200,8,16,70,69.7,56.7
Intel Xeon E-2388G,16.0,3200,8,16,60,60.0,52.1
Intel Xeon E-2388G,16.0,3200,8,16,50,50.0,47.3
Intel Xeon E-2388G,16.0,3200,8,16,40,40.3,42.3
Intel Xeon E-2388G,16.0,3200,8,16,30,29.9,36.8
Intel Xeon E-2388G,16.0,3200,8,16,20,20.1,31.3
Intel Xeon E-2388G,16.0,3200,8,16,10,9.9,25.8
Intel Xeon E-2388G,16.0,3200,8,16,0,0.0,20.5
Intel Xeon X5570,12.0,2933,8,16,100,99.2,236.0
Intel Xeon X5570,12.0,2933,8,16,90,89.9,216.0
Intel Xeon X5570,12.0,2933,8,16,80,79.7,193.0
Intel Xeon X5570,12.0,2933,8,16,70,70.2,175.0
Intel Xeon X5570,12.0,2933,8,16,60,59.9,157.0
Intel Xeon X5570,12.0,2933,8,16,50,50.2,145.0
Intel Xeon X5570,12.0,2933,8,16,40,40.0,134.0
Intel Xeon X5570,12.0,2933,8,16,30,30.0,124.0
Intel Xeon X5570,12.0,2933,8,16,20,20.0,113.0
Intel Xeon X5570,12.0,2933,8,16,10,10.1,97.9
Intel Xeon X5570,12.0,2933,8,16,0,0.0,63.2
Intel Xeon L5420,8.0,2500,8,8,100,99.7,189.0
Intel Xeon L5420,8.0,2500,8,8,90,89.4,184.0
Intel Xeon L5420,8.0,2500,8,8,80,79.7,178.0
Intel Xeon L5420,8.0,2500,8,8,70,70.4,172.0
Intel Xeon L5420,8.0,2500,8,8,60,60.2,164.0
Intel Xeon L5420,8.0,2500,8,8,50,50.5,156.0
Intel Xeon L5420,8.0,2500,8,8,40,40.0,146.0
Intel Xeon L5420,8.0,2500,8,8,30,30.3,137.0
Intel Xeon L5420,8.0,2500,8,8,20,19.9,127.0
Intel Xeon L5420,8.0,2500,8,8,10,10.1,117.0
Intel Xeon L5420,8.0,2500,8,8,0,0.0,106.0
Intel Xeon processor L5335,8.0,2000,8,8,100,99.1,276.0
Intel Xeon processor L5335,8.0,2000,8,8,90,90.4,269.0
Intel Xeon processor L5335,8.0,2000,8,8,80,79.5,261.0
Intel Xeon processor L5335,8.0,2000,8,8,70,70.3,254.0
Intel Xeon processor L5335,8.0,2000,8,8,60,59.6,245.0
Intel Xeon processor L5335,8.0,2000,8,8,50,49.6,237.0
Intel Xeon processor L5335,8.0,2000,8,8,40,40.2,229.0
Intel Xeon processor L5335,8.0,2000,8,8,30,30.1,221.0
Intel Xeon processor L5335,8.0,2000,8,8,20,19.9,213.0
Intel Xeon processor L5335,8.0,2000,8,8,10,10.2,206.0
Intel Xeon processor L5335,8.0,2000,8,8,0,0.0,198.0
Intel Xeon E5-2670,32.0,2600,16,32,100,99.8,282.0
Intel Xeon E5-2670,32.0,2600,16,32,90,90.4,238.0
Intel Xeon E5-2670,32.0,2600,16,32,80,80.2,200.0
Intel Xeon E5-2670,32.0,2600,16,32,70,70.1,172.0
Intel Xeon E5-2670,32.0,2600,16,32,60,60.1,148.0
Intel Xeon E5-2670,32.0,2600,16,32,50,50.1,128.0
Intel Xeon E5-2670,32.0,2600,16,32,40,40.1,112.0
Intel Xeon E5-2670,32.0,2600,16,32,30,30.0,102.0
Intel Xeon E5-2670,32.0,2600,16,32,20,20.0,90.5
Intel Xeon E5-2670,32.0,2600,16,32,10,10.0,79.4
Intel Xeon E5-2670,32.0,2600,16,32,0,0.0,55.6
Intel Xeon Platinum 8352Y Processor,512.0,2200,64,128,100,99.8,680.0
Intel Xeon Platinum 8352Y Processor,512.0,2200,64,128,90,90.0,615.0
Intel Xeon Platinum 8352Y Processor,512.0,2200,64,128,80,80.1,514.0
Intel Xeon Platinum 8352Y Processor,512.0,2200,64,128,70,69.9,410.0
Intel Xeon Platinum 8352Y Processor,512.0,2200,64,128,60,60.0,351.0
Intel Xeon Platinum 8352Y Processor,512.0,2200,64,128,50,49.9,314.0
Intel Xeon Platinum 8352Y Processor,512.0,2200,64,128,40,40.0,284.0
Intel Xeon Platinum 8352Y Processor,512.0,2200,64,128,30,29.9,258.0
Intel Xeon Platinum 8352Y Processor,512.0,2200,64,128,20,20.0,234.0
Intel Xeon Platinum 8352Y Processor,512.0,2200,64,128,10,10.0,209.0
Intel Xeon Platinum 8352Y Processor,512.0,2200,64,128,0,0.0,156.0
Intel Xeon E5-2665,128.0,2400,16,32,100,99.8,409.0
Intel Xeon E5-2665,128.0,2400,16,32,90,90.2,378.0
Intel Xeon E5-2665,128.0,2400,16,32,80,80.5,324.0
Intel Xeon E5-2665,128.0,2400,16,32,70,70.0,296.0
Intel Xeon E5-2665,128.0,2400,16,32,60,60.4,273.0
Intel Xeon E5-2665,128.0,2400,16,32,50,50.1,245.0
Intel Xeon E5-2665,128.0,2400,16,32,40,40.0,218.0
Intel Xeon E5-2665,128.0,2400,16,32,30,30.0,190.0
Intel Xeon E5-2665,128.0,2400,16,32,20,20.0,167.0
Intel Xeon E5-2665,128.0,2400,16,32,10,10.0,147.0
Intel Xeon E5-2665,128.0,2400,16,32,0,0.0,103.0
Intel Xeon X5670,12.0,2933,12,24,100,99.6,226.0
Intel Xeon X5670,12.0,2933,12,24,90,89.8,209.0
Intel Xeon X5670,12.0,2933,12,24,80,80.4,194.0
Intel Xeon X5670,12.0,2933,12,24,70,70.0,176.0
Intel Xeon X5670,12.0,2933,12,24,60,60.2,159.0
Intel Xeon X5670,12.0,2933,12,24,50,49.9,143.0
Intel Xeon X5670,12.0,2933,12,24,40,39.8,130.0
Intel Xeon X5670,12.0,2933,12,24,30,30.1,119.0
Intel Xeon X5670,12.0,2933,12,24,20,20.1,108.0
Intel Xeon X5670,12.0,2933,12,24,10,10.1,95.7
Intel Xeon X5670,12.0,2933,12,24,0,0.0,59.1
Intel Xeon X5670,12.0,2933,12,24,100,99.7,247.0
Intel Xeon X5670,12.0,2933,12,24,90,90.0,229.0
Intel Xeon X5670,12.0,2933,12,24,80,79.8,211.0
Intel Xeon X5670,12.0,2933,12,24,70,70.1,191.0
Intel Xeon X5670,12.0,2933,12,24,60,60.0,173.0
Intel Xeon X5670,12.0,2933,12,24,50,50.0,157.0
Intel Xeon X5670,12.0,2933,12,24,40,39.8,144.0
Intel Xeon X5670,12.0,2933,12,24,30,30.0,133.0
Intel Xeon X5670,12.0,2933,12,24,20,20.3,122.0
Intel Xeon X5670,12.0,2933,12,24,10,9.9,107.0
Intel Xeon X5670,12.0,2933,12,24,0,0.0,60.4
Intel Xeon L5640,16.0,2266,12,24,100,100.0,178.0
Intel Xeon L5640,16.0,2266,12,24,90,90.4,165.0
Intel Xeon L5640,16.0,2266,12,24,80,80.2,153.0
Intel Xeon L5640,16.0,2266,12,24,70,69.5,140.0
Intel Xeon L5640,16.0,2266,12,24,60,60.0,131.0
Intel Xeon L5640,16.0,2266,12,24,50,49.7,123.0
Intel Xeon L5640,16.0,2266,12,24,40,40.3,115.0
Intel Xeon L5640,16.0,2266,12,24,30,30.2,107.0
Intel Xeon L5640,16.0,2266,12,24,20,20.0,98.5
Intel Xeon L5640,16.0,2266,12,24,10,10.0,87.8
Intel Xeon L5640,16.0,2266,12,24,0,0.0,54.6
Intel Xeon Platinum 8180 2.50GHz,384.0,2500,112,224,100,99.9,957.0
Intel Xeon Platinum 8180 2.50GHz,384.0,2500,112,224,90,90.0,787.0
Intel Xeon Platinum 8180 2.50GHz,384.0,2500,112,224,80,79.9,665.0
Intel Xeon Platinum 8180 2.50GHz,384.0,2500,112,224,70,70.0,576.0
Intel Xeon Platinum 8180 2.50GHz,384.0,2500,112,224,60,60.0,497.0
Intel Xeon Platinum 8180 2.50GHz,384.0,2500,112,224,50,50.0,431.0
Intel Xeon Platinum 8180 2.50GHz,384.0,2500,112,224,40,40.1,383.0
Intel Xeon Platinum 8180 2.50GHz,384.0,2500,112,224,30,30.0,339.0
Intel Xeon Platinum 8180 2.50GHz,384.0,2500,112,224,20,20.0,294.0
Intel Xeon Platinum 8180 2.50GHz,384.0,2500,112,224,10,10.0,245.0
Intel Xeon Platinum 8180 2.50GHz,384.0,2500,112,224,0,0.0,99.8
Intel Xeon Processor 7110M,16.0,2600,8,16,100,99.2,732.0
Intel Xeon Processor 7110M,16.0,2600,8,16,90,89.6,716.0
Intel Xeon Processor 7110M,16.0,2600,8,16,80,79.4,704.0
Intel Xeon Processor 7110M,16.0,2600,8,16,70,69.7,690.0
Intel Xeon Processor 7110M,16.0,2600,8,16,60,60.3,673.0
Intel Xeon Processor 7110M,16.0,2600,8,16,50,50.0,656.0
Intel Xeon Processor 7110M,16.0,2600,8,16,40,39.9,639.0
Intel Xeon Processor 7110M,16.0,2600,8,16,30,29.9,623.0
Intel Xeon Processor 7110M,16.0,2600,8,16,20,20.4,607.0
Intel Xeon Processor 7110M,16.0,2600,8,16,10,9.9,590.0
Intel Xeon Processor 7110M,16.0,2600,8,16,0,0.0,575.0
Intel Xeon X5670,24.0,2933,12,24,100,99.4,297.0
Intel Xeon X5670,24.0,2933,12,24,90,89.8,278.0
Intel Xeon X5670,24.0,2933,12,24,80,80.2,261.0
Intel Xeon X5670,24.0,2933,12,24,70,70.0,241.0
Intel Xeon X5670,24.0,2933,12,24,60,60.2,223.0
Intel Xeon X5670,24.0,2933,12,24,50,50.2,206.0
Intel Xeon X5670,24.0,2933,12,24,40,39.9,193.0
Intel Xeon X5670,24.0,2933,12,24,30,30.1,181.0
Intel Xeon X5670,24.0,2933,12,24,20,20.0,170.0
Intel Xeon X5670,24.0,2933,12,24,10,10.0,158.0
Intel Xeon X5670,24.0,2933,12,24,0,0.0,132.0
Intel Xeon 3.8GHz,8.0,3800,2,4,100,99.0,394.0
Intel Xeon 3.8GHz,8.0,3800,2,4,90,90.4,381.0
Intel Xeon 3.8GHz,8.0,3800,2,4,80,79.6,355.0
Intel Xeon 3.8GHz,8.0,3800,2,4,70,68.9,330.0
Intel Xeon 3.8GHz,8.0,3800,2,4,60,60.7,312.0
Intel Xeon 3.8GHz,8.0,3800,2,4,50,50.2,289.0
Intel Xeon 3.8GHz,8.0,3800,2,4,40,40.3,271.0
Intel Xeon 3.8GHz,8.0,3800,2,4,30,28.7,255.0
Intel Xeon 3.8GHz,8.0,3800,2,4,20,20.3,245.0
Intel Xeon 3.8GHz,8.0,3800,2,4,10,10.1,236.0
Intel Xeon 3.8GHz,8.0,3800,2,4,0,0.0,226.0
Intel Xeon Platinum 8180 2.50GHz,96.0,2500,56,112,100,99.7,448.0
Intel Xeon Platinum 8180 2.50GHz,96.0,2500,56,112,90,90.0,404.0
Intel Xeon Platinum 8180 2.50GHz,96.0,2500,56,112,80,80.1,339.0
Intel Xeon Platinum 8180 2.50GHz,96.0,2500,56,112,70,69.9,287.0
Intel Xeon Platinum 8180 2.50GHz,96.0,2500,56,112,60,60.1,247.0
Intel Xeon Platinum 8180 2.50GHz,96.0,2500,56,112,50,50.0,213.0
Intel Xeon Platinum 8180 2.50GHz,96.0,2500,56,112,40,40.0,186.0
Intel Xeon Platinum 8180 2.50GHz,96.0,2500,56,112,30,30.0,162.0
Intel Xeon Platinum 8180 2.50GHz,96.0,2500,56,112,20,20.0,140.0
Intel Xeon Platinum 8180 2.50GHz,96.0,2500,56,112,10,10.0,116.0
Intel Xeon Platinum 8180 2.50GHz,96.0,2500,56,112,0,0.0,50.0
AMD EPYC 7763 2.45GHz,256.0,2450,128,256,100,99.5,460.0
AMD EPYC 7763 2.45GHz,256.0,2450,128,256,90,89.7,386.0
AMD EPYC 7763 2.45GHz,256.0,2450,128,256,80,79.8,333.0
AMD EPYC 7763 2.45GHz,256.0,2450,128,256,70,70.0,307.0
AMD EPYC 7763 2.45GHz,256.0,2450,128,256,60,59.9,283.0
AMD EPYC 7763 2.45GHz,256.0,2450,128,256,50,49.8,258.0
AMD EPYC 7763 2.45GHz,256.0,2450,128,256,40,40.0,239.0
AMD EPYC 7763 2.45GHz,256.0,2450,128,256,30,30.0,217.0
AMD EPYC 7763 2.45GHz,256.0,2450,128,256,20,20.0,195.0
AMD EPYC 7763 2.45GHz,256.0,2450,128,256,10,10.0,173.0
AMD EPYC 7763 2.45GHz,256.0,2450,128,256,0,0.0,75.6
Intel Xeon X5670,24.0,2933,12,24,100,99.5,302.0
Intel Xeon X5670,24.0,2933,12,24,90,90.1,279.0
Intel Xeon X5670,24.0,2933,12,24,80,80.1,261.0
Intel Xeon X5670,24.0,2933,12,24,70,69.8,240.0
Intel Xeon X5670,24.0,2933,12,24,60,60.0,221.0
Intel Xeon X5670,24.0,2933,12,24,50,50.2,204.0
Intel Xeon X5670,24.0,2933,12,24,40,40.1,191.0
Intel Xeon X5670,24.0,2933,12,24,30,29.9,180.0
Intel Xeon X5670,24.0,2933,12,24,20,20.1,169.0
Intel Xeon X5670,24.0,2933,12,24,10,10.0,157.0
Intel Xeon X5670,24.0,2933,12,24,0,0.0,136.0
Intel Xeon L5420,8.0,2500,8,8,100,99.7,178.0
Intel Xeon L5420,8.0,2500,8,8,90,89.7,173.0
Intel Xeon L5420,8.0,2500,8,8,80,80.5,169.0
Intel Xeon L5420,8.0,2500,8,8,70,70.5,163.0
Intel Xeon L5420,8.0,2500,8,8,60,60.0,156.0
